_action_text,_bill,_date,_id,_time,_type
Referred to the Subcommittee on Livestock and Foreign Agriculture.,hr1622-116,2019-04-03,2,,Committee
Referred to the House Committee on House Administration.,hr1623-116,2019-03-07,1,,IntroReferral
Referred to the House Committee on House Administration.,hr1624-116,2019-03-07,1,,IntroReferral
Referred to the House Committee on Ways and Means.,hr1625-116,2019-03-07,1,,IntroReferral
"Referred to the Committee on Oversight and Reform, and in addition to the Committee on House Administration, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1626-116,2019-03-07,1,,IntroReferral
Referred to the House Committee on the Judiciary.,hr1627-116,2019-03-07,1,,IntroReferral
"Referred to the Subcommittee on the Constitution, Civil Rights, and Civil Liberties.",hr1627-116,2019-04-12,2,,Committee
Referred to the House Committee on Veterans' Affairs.,hr1628-116,2019-03-07,1,,IntroReferral
Referred to the Subcommittee on Disability Assistance and Memorial Affairs.,hr1628-116,2019-04-30,2,,Committee
Subcommittee Hearings Held.,hr1628-116,2019-05-01,3,,Committee
Referred to the House Committee on Education and Labor.,hr1629-116,2019-03-07,1,,IntroReferral
"Referred to the Committee on Foreign Affairs, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1630-116,2019-03-07,1,,IntroReferral
Referred to the Subcommittee on Immigration and Citizenship.,hr1630-116,2019-04-12,2,,Committee
"Referred to the Committee on Oversight and Reform, and in addition to the Committee on House Administration, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1631-116,2019-03-07,1,,IntroReferral
Referred to the House Committee on Foreign Affairs.,hr1632-116,2019-03-07,1,,IntroReferral
"Referred to the Subcommittee on Asia, the Pacific and Nonproliferation.",hr1632-116,2019-03-25,2,,Committee
Committee Consideration and Mark-up Session Held.,hr1632-116,2019-06-20,3,,Committee
Ordered to be Reported (Amended) by Voice Vote.,hr1632-116,2019-06-20,4,,Committee
Committee Agreed to Seek Consideration Under Suspension of the Rules.,hr1632-116,2019-06-20,5,,Committee
Considered under suspension of the rules. (consideration: CR H7875-7877),hr1632-116,2019-09-24,6,,Floor
"On motion to suspend the rules and pass the bill, as amended Agreed to by voice vote. (text: CR H7875)",hr1632-116,2019-09-24,7,,Floor
"Mr. Levin (MI) moved to suspend the rules and pass the bill, as amended.",hr1632-116,2019-09-24,8,,Floor
Considered under suspension of the rules.,hr1632-116,2019-09-24,9,,Floor
DEBATE - The House proceeded with forty minutes of debate on H.R. 1632.,hr1632-116,2019-09-24,10,,Floor
"On motion to suspend the rules and pass the bill, as amended Agreed to by voice vote.",hr1632-116,2019-09-24,11,,Floor
Motion to reconsider laid on the table Agreed to without objection.,hr1632-116,2019-09-24,12,,Floor
Received in the Senate and Read twice and referred to the Committee on Foreign Relations.,hr1632-116,2019-09-25,13,,IntroReferral
"Referred to the Committee on Energy and Commerce, and in addition to the Committee on Science, Space, and Technology, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1633-116,2019-03-07,1,,IntroReferral
Referred to the Subcommittee on Energy.,hr1633-116,2019-03-07,2,,Committee
Referred to the House Committee on Education and Labor.,hr1634-116,2019-03-07,1,,IntroReferral
Referred to the House Committee on Education and Labor.,hr1635-116,2019-03-07,1,,IntroReferral
Referred to the House Committee on the Judiciary.,hr1636-116,2019-03-07,1,,IntroReferral
"Referred to the Subcommittee on the Constitution, Civil Rights, and Civil Liberties.",hr1636-116,2019-04-12,2,,Committee
"Referred to the Committee on House Administration, and in addition to the Committee on Education and Labor, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1637-116,2019-03-07,1,,IntroReferral
Referred to the House Committee on Armed Services.,hr1638-116,2019-03-08,1,,IntroReferral
Referred to the Subcommittee on Readiness.,hr1638-116,2019-03-11,2,,Committee
Referred to the House Committee on Homeland Security.,hr1639-116,2019-03-08,1,,IntroReferral
Committee Consideration and Mark-up Session Held.,hr1639-116,2019-03-13,2,,Committee
Ordered to be Reported (Amended) by Unanimous Consent.,hr1639-116,2019-03-13,3,,Committee
Reported (Amended) by the Committee on Homeland Security. H. Rept. 116-23.,hr1639-116,2019-03-28,4,,Committee
"Placed on the Union Calendar, Calendar No. 9.",hr1639-116,2019-03-28,5,,Calendars
Referred to the House Committee on the Judiciary.,hr1640-116,2019-03-08,1,,IntroReferral
Referred to the Subcommittee on Immigration and Citizenship.,hr1640-116,2019-04-12,2,,Committee
Referred to the House Committee on the Judiciary.,hr1641-116,2019-03-08,1,,IntroReferral
Referred to the Subcommittee on Immigration and Citizenship.,hr1641-116,2019-04-08,2,,Committee
"Referred to the Committee on Foreign Affairs, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1642-116,2019-03-08,1,,IntroReferral
Referred to the Subcommittee on Immigration and Citizenship.,hr1642-116,2019-04-12,2,,Committee
Referred to the House Committee on Energy and Commerce.,hr1643-116,2019-03-08,1,,IntroReferral
Referred to the House Committee on Energy and Commerce.,hr1644-116,2019-03-08,1,,IntroReferral
Referred to the Subcommittee on Communications and Technology.,hr1644-116,2019-03-09,2,,Committee
Subcommittee Hearings Held.,hr1644-116,2019-03-12,3,,Committee
Subcommittee Consideration and Mark-up Session Held.,hr1644-116,2019-03-26,4,,Committee
Forwarded by Subcommittee to Full Committee by the Yeas and Nays: 18 - 11 .,hr1644-116,2019-03-26,5,,Committee
Committee Consideration and Mark-up Session Held.,hr1644-116,2019-04-03,6,,Committee
Ordered to be Reported (Amended) by the Yeas and Nays: 30 - 22.,hr1644-116,2019-04-03,7,,Committee
Reported (Amended) by the Committee on Energy and Commerce. H. Rept. 116-34.,hr1644-116,2019-04-05,8,,Committee
"Placed on the Union Calendar, Calendar No. 15.",hr1644-116,2019-04-05,9,,Calendars
"Rules Committee Resolution H. Res. 294 Reported to House. Rule provides for consideration of H.R. 1644 and H.R. 2021. Measure will be considered read. Rule provides for the previous question to be considered as ordered without intervening motions for both measures except for one hour of debate; one motion to recommit is allowed for both measures. The rule provides for adoption of H.Res. 293. The rule provides for proceedings during the period of April 11, 2019, through April 26, 2019.",hr1644-116,2019-04-08,10,,Floor
Considered under the provisions of rule H. Res. 294.,hr1644-116,2019-04-09,11,,Floor
"Rule provides for consideration of H.R. 1644 and H.R. 2021. Measure will be considered read. Rule provides for the previous question to be considered as ordered without intervening motions for both measures except for one hour of debate; one motion to recommit is allowed for both measures. The rule provides for adoption of H.Res. 293. The rule provides for proceedings during the period of April 11, 2019, through April 26, 2019.",hr1644-116,2019-04-09,12,,Floor
House resolved itself into the Committee of the Whole House on the state of the Union pursuant to H. Res. 294 and Rule XVIII.,hr1644-116,2019-04-09,13,,Floor
The Speaker designated the Honorable Andre Carson to act as Chairman of the Committee.,hr1644-116,2019-04-09,14,,Floor
GENERAL DEBATE - The Committee of the Whole proceeded with one hour of general debate on H.R. 1644.,hr1644-116,2019-04-09,15,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 294, the Committee of the Whole proceeded with 10 minutes of debate on the Burgess amendment No. 1.",hr1644-116,2019-04-09,16,,Floor
The Committee of the Whole rose informally to receive a message.,hr1644-116,2019-04-09,17,,Floor
"Subsequently, the Committee resumed its sitting.",hr1644-116,2019-04-09,18,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 294, the Committee of the Whole proceeded with 10 minutes of debate on the Latta amendment No. 2.",hr1644-116,2019-04-09,19,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 294, the Committee of the Whole proceeded with 10 minutes of debate on the Waters amendment No. 3.",hr1644-116,2019-04-09,20,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 294, the Committee of the Whole proceeded with 10 minutes of debate on the Delgado amendment No. 4.",hr1644-116,2019-04-09,21,,Floor
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Delgado amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Mr. Doyle demanded a recorded vote and the Chair postponed further proceedings until a time to be announced.",hr1644-116,2019-04-09,22,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 294, the Committee of the Whole proceeded with 10 minutes of debate on the Porter amendment No. 5.",hr1644-116,2019-04-09,23,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 294, the Committee of the Whole proceeded with 10 minutes of debate on the Wexton amendment No. 6.",hr1644-116,2019-04-09,24,,Floor
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Wexton amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Mr. Doyle demanded a recorded vote and the Chair postponed further proceedings until a time to be announced.",hr1644-116,2019-04-09,25,,Floor
"Mr. Doyle, Michael F. moved that the committee rise.",hr1644-116,2019-04-09,26,,Floor
On motion that the committee rise Agreed to by voice vote.,hr1644-116,2019-04-09,27,,Floor
Committee of the Whole House on the state of the Union rises leaving H.R. 1644 as unfinished business.,hr1644-116,2019-04-09,28,,Floor
Considered under the provisions of rule H. Res. 294. (consideration: CR H3169-3185; text: CR H3178-3179),hr1644-116,2019-04-09,29,,Floor
Considered as unfinished business. (consideration: CR H3224-3239),hr1644-116,2019-04-10,30,,Floor
Mr. Walden moved to recommit with instructions to the Committee on Energy and Commerce. (text: CR H3237),hr1644-116,2019-04-10,31,,Floor
Considered as unfinished business.,hr1644-116,2019-04-10,32,,Floor
The House resolved into Committee of the Whole House on the state of the Union for further consideration.,hr1644-116,2019-04-10,33,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 294, the Committee of the Whole proceeded with 10 minutes of debate on the Davids (KS) amendment No. 7.",hr1644-116,2019-04-10,34,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 294, the Committee of the Whole proceeded with 10 minutes of debate on the Stanton amendment No. 8.",hr1644-116,2019-04-10,35,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 294, the Committee of the Whole proceeded with 10 minutes of debate on the Trone amendment No. 9.",hr1644-116,2019-04-10,36,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 294, the Committee of the Whole proceeded with 10 minutes of debate on the Brindisi amendment No. 10.",hr1644-116,2019-04-10,37,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 294, the Committee of the Whole proceeded with 10 minutes of debate on the Spanberger amendment No. 11.",hr1644-116,2019-04-10,38,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 294, the Committee of the Whole proceeded with 10 minutes of debate on the McAdams amendment No. 12.",hr1644-116,2019-04-10,39,,Floor
"POSTPONED PROCEEDINGS - At the conclusion of debate on the McAdams amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Mr. Doyle (PA) demanded a recorded vote and the Chair postponed further proceedings until a time to be announced.",hr1644-116,2019-04-10,40,,Floor
The House rose from the Committee of the Whole House on the state of the Union to report H.R. 1644.,hr1644-116,2019-04-10,41,,Floor
The previous question was ordered pursuant to the rule.,hr1644-116,2019-04-10,42,,Floor
Mr. Walden moved to recommit with instructions to the Committee on Energy and Commerce.,hr1644-116,2019-04-10,43,,Floor
DEBATE - The House proceeded with 10 minutes of debate on the Walden motion to recommit with instructions. The instructions contained in the motion seek to require the bill to be reported back to the House with an amendment to add at the end of the bill the following new section entitled 'Rule of Construction Regarding Internet Tax Freedom Act'.,hr1644-116,2019-04-10,44,,Floor
The previous question on the motion to recommit with instructions was ordered without objection.,hr1644-116,2019-04-10,45,,Floor
On motion to recommit with instructions Failed by recorded vote: 204 - 216 (Roll no. 166).,hr1644-116,2019-04-10,46,,Floor
On passage Passed by the Yeas and Nays: 232 - 190 (Roll no. 167).,hr1644-116,2019-04-10,47,,Floor
Motion to reconsider laid on the table Agreed to without objection.,hr1644-116,2019-04-10,48,,Floor
