"id","introduced","official_title","passed_house","passed_senate","session","short_title","top_subject","type","bill"
"s2477-116","2019-01-12 00:09:00","A bill to establish a National Commission on Fibrotic Diseases.","False","False",116,"National Commission on Scleroderma and Fibrotic Diseases Act of 2019","Health","s","s2477-116"
"s2478-116","2019-01-12 00:09:00","A bill to designate the Bahamas under section 244 of the Immigration and Nationality Act to provide temporary protected status under such section to eligible nationals of the Bahamas.","False","False",116,"Bahamas Temporary Protected Status Act of 2019","Immigration","s","s2478-116"
"s2479-116","2019-01-16 00:09:00","A bill to provide clarification regarding the common or usual name for bison and compliance with section 403 of the Federal Food, Drug, and Cosmetic Act, and for other purposes.","False","False",116,"A bill to provide clarification regarding the common or usual name for bison and compliance with section 403 of the Federal Food, Drug, and Cosmetic Act, and for other purposes.","Health","s","s2479-116"
"s2480-116","2019-01-16 00:09:00","A bill to amend title 31, United States Code, to reauthorize the payment in lieu of taxes program through fiscal year 2029.","False","False",116,"PILT Reauthorization Act of 2019","","s","s2480-116"
"s2481-116","2019-01-17 00:09:00","A bill to facilitate effective research on and treatment of neglected tropical diseases through coordinated domestic and international efforts.","False","False",116,"End Neglected Tropical Diseases Act","Health","s","s2481-116"
"s2482-116","2019-01-17 00:09:00","A bill to prohibit the use of Federal funds to carry out the final rule of the Department of Homeland Security entitled ""Inadmissibility on Public Charge Grounds"".","False","False",116,"Protect American Values Act","Immigration","s","s2482-116"
"s2483-116","2019-01-17 00:09:00","A bill to counter efforts by foreign governments to pursue, harass, or otherwise persecute individuals for political and other unlawful motives overseas, and for other purposes.","False","False",116,"TRAP Act","International Affairs","s","s2483-116"
"s2484-116","2019-01-17 00:09:00","A bill to amend title 38, United States Code, to extend the authority for operation of a Department of Veterans Affairs regional office in Manila, the Republic of the Philippines, and for other purposes.","False","False",116,"Keeping Our Commitment to Overseas Veterans Act of 2019","Armed Forces and National Security","s","s2484-116"
"s2485-116","2019-01-17 00:09:00","A bill to prohibit Federal agencies from using Government funds to pay for expenses at lodging establishments that are owned by or employ certain public officials or their relatives.","False","False",116,"HOTEL Act","Government Operations and Politics","s","s2485-116"
"s2486-116","2019-01-17 00:09:00","A bill to authorize the Secretary of Housing and Urban Development to award grants for landlord-tenant mediation programs.","False","False",116,"Prevent Evictions Act of 2019","Housing and Community Development","s","s2486-116"
"s2487-116","2019-01-17 00:09:00","A bill to improve the effectiveness and efficiency and reduce the cost of the supply chain and inventory management of the Department of Defense by consolidating unnecessary and unneeded storage centers.","False","False",116,"Defense Storage and Supply Efficiency Improvement Act","","s","s2487-116"
"s2488-116","2019-01-17 00:09:00","A bill to amend the Securities Exchange Act of 1934 to require the Securities and Exchange Commission to issue rules that prohibit officers and directors of certain companies from trading securities in anticipation of a current report, and for other purposes.","False","False",116,"8-K Trading Gap Act of 2019","Finance and Financial Sector","s","s2488-116"
"s2489-116","2019-01-17 00:09:00","A bill to amend title 38, United States Code, to extend the authority for financial assistance for supportive services for very low-income veteran families in permanent housing, and for other purposes.","False","False",116,"Keeping Our Commitment to Ending Veteran Homelessness Act of 2019","Armed Forces and National Security","s","s2489-116"
"s2490-116","2019-01-17 00:09:00","A bill to amend the Internal Revenue Code of 1986 to make permanent certain changes made by Public Law 115-97 to the child tax credit.","False","False",116,"Child Tax Credit Extension Act","Taxation","s","s2490-116"
"s2491-116","2019-01-17 00:09:00","A bill to terminate certain rules issued by the Secretary of the Interior and the Secretary of Commerce relating to endangered and threatened species, and for other purposes.","False","False",116,"Protect America's Wildlife and Fish in Need of Conservation Act of 2019","Environmental Protection","s","s2491-116"
"s2492-116","2019-01-17 00:09:00","A bill to amend the Public Health Service Act to provide best practices on student suicide awareness and prevention training and condition State educational agencies, local educational agencies, and tribal educational agencies receiving funds under section 520A of such Act to establish and implement a school-based student suicide awareness and prevention training policy.","False","False",116,"Suicide Training and Awareness Nationally Delivered for Universal Prevention Act of 2019","Health","s","s2492-116"
"s2493-116","2019-01-17 00:09:00","A bill to establish the Malign Foreign Influence Response Center in the Office of the Director of National Intelligence, and for other purposes.","False","False",116,"Combatting Foreign Influence Act of 2019","Armed Forces and National Security","s","s2493-116"
"s2494-116","2019-01-18 00:09:00","A bill to direct the Secretary of Defense to provide travel to Dover Air Force Base for family members of members of the Armed Forces who die outside of the United States but not in a theater of combat operations so the family may receive the remains of the deceased, and for other purposes.","False","False",116,"Fallen Heroes Family Travel Act of 2019","","s","s2494-116"
"s2495-116","2019-01-18 00:09:00","A bill to amend the Internal Revenue Code of 1986 to establish an exception to the penalty on early distributions from qualified plans for individuals diagnosed with certain terminal illnesses.","False","False",116,"Compassionate Retirement Act of 2019","Taxation","s","s2495-116"
"s2496-116","2019-01-18 00:09:00","A bill to amend title II of the Social Security Act to eliminate the Medicare and disability insurance benefits waiting periods for disabled individuals.","False","False",116,"Stop the Wait Act","Social Welfare","s","s2496-116"
"s2497-116","2019-01-18 00:09:00","A bill to amend the Internal Revenue Code of 1986 to exclude certain dependent income when calculating modified adjusted gross income for the purposes of eligibility for premium tax credits.","False","False",116,"Dependent Income Exclusion Act of 2019","Taxation","s","s2497-116"
"s2498-116","2019-01-18 00:09:00","A bill to amend the Higher Education Act of 1965 to clarify the Federal Pell Grant duration limits of borrowers who attend an institution of higher education that closes or commits fraud or other misconduct, and for other purposes.","False","False",116,"Pell Grant Restoration Act of 2019","Education","s","s2498-116"
"s2499-116","2019-01-18 00:09:00","A bill to effectively staff the public elementary schools and secondary schools of the United States with school-based mental health services providers.","False","False",116,"Elementary and Secondary School Counseling Act","Education","s","s2499-116"
